Company_Name,City,Country,Location,query_address,Latitude,Longitude
Angry Skull Studios,Tucson,United States,Tucson,"Tucson, United States",32.2228765,-110.974847
Another Axiom,Casas Adobes,United States,Tucson,"Casas Adobes, United States",32.3231877,-110.9952215
Lunarwood Studios,Tucson,United States,Tucson,"Tucson, United States",32.2228765,-110.974847
Riverman Media,Tucson,United States,Tucson,"Tucson, United States",32.2228765,-110.974847
Running With Scissors,Tucson,United States,Tucson,"Tucson, United States",32.2228765,-110.974847
Abrams Studios,Hamlet,United States,Indianapolis,"Hamlet, United States",34.8863657,-79.6972143
Basilisk Games,Indianapolis,United States,Indianapolis,"Indianapolis, United States",39.7683331,-86.1583502
Clique Games,Fort Wayne,United States,Indianapolis,"Fort Wayne, United States",41.0799898,-85.1386015
colorfiction,Fort Wayne,United States,Indianapolis,"Fort Wayne, United States",41.0799898,-85.1386015
Crosscut Games,Indianapolis,United States,Indianapolis,"Indianapolis, United States",39.7683331,-86.1583502
Darkmatter Games,Indianapolis,United States,Indianapolis,"Indianapolis, United States",39.7683331,-86.1583502
Dreamspike Studios,Fort Wayne,United States,Indianapolis,"Fort Wayne, United States",41.0799898,-85.1386015
Freehold Games,North Liberty,United States,Indianapolis,"North Liberty, United States",41.7478297,-91.6064397
igda Indianapolis Charter,Indiapolis,United States,Indianapolis,"Indiapolis, United States",,
Lemon Seed Studios,Fort Wayne,United States,Indianapolis,"Fort Wayne, United States",41.0799898,-85.1386015
Mommy's Best Games,Charlestown,United States,Indianapolis,"Charlestown, United States",42.3778749,-71.0619957
Nooner Bear Studio,Avon,United States,Indianapolis,"Avon, United States",40.6642065,-90.4348506
Plow Games,Indianapolis,United States,Indianapolis,"Indianapolis, United States",39.7683331,-86.1583502
Positive Concept Games,Corydon,United States,Indianapolis,"Corydon, United States",40.7576063,-93.3182112
Studio Cypher,Bloomington,United States,Indianapolis,"Bloomington, United States",39.1670396,-86.5342881
Ambitious Games,Marquette,United States,Grand Rapids,"Marquette, United States",46.4481521,-87.6305899
Beefy Star Games,Grand Rapids,United States,Grand Rapids,"Grand Rapids, United States",42.9632425,-85.6678639
Castle Coast Games,Grand Rapids,United States,Grand Rapids,"Grand Rapids, United States",42.9632425,-85.6678639
Dyscordian Entertainment,Grand Rapids,United States,Grand Rapids,"Grand Rapids, United States",42.9632425,-85.6678639
Faycrest Studios,Big Rapids,United States,Grand Rapids,"Big Rapids, United States",43.698078,-85.483656
Finji,Grand Rapids,United States,Grand Rapids,"Grand Rapids, United States",42.9632425,-85.6678639
For Real Games,Rockford,United States,Grand Rapids,"Rockford, United States",42.2713945,-89.093966
Geeta Games,Kalamazoo,United States,Grand Rapids,"Kalamazoo, United States",42.291707,-85.5872286
Husky Games,Houghton,United States,Grand Rapids,"Houghton, United States",46.8591287,-88.7774734
Knick-Knack Games,Grand Rapids,United States,Grand Rapids,"Grand Rapids, United States",42.9632425,-85.6678639
Protege Games Studios,Grand Rapids,United States,Grand Rapids,"Grand Rapids, United States",42.9632425,-85.6678639
Right Stick Studios,Grand Rapids,United States,Grand Rapids,"Grand Rapids, United States",42.9632425,-85.6678639
Rightstick Studios,Grand Rapids,United States,Grand Rapids,"Grand Rapids, United States",42.9632425,-85.6678639
Treefort Studios,Grand Rapids,United States,Grand Rapids,"Grand Rapids, United States",42.9632425,-85.6678639
AfroDuck Studios,Columbus,United States,Columbus,"Columbus, United States",39.9622601,-83.0007065
Anuke,Lewis Center,United States,Columbus,"Lewis Center, United States",40.1983958,-83.0101843
Augment Therapy,Chagrin Falls,United States,Columbus,"Chagrin Falls, United States",41.436589,-81.3855058
Beawesome Games,Canton,United States,Columbus,"Canton, United States",40.7985464,-81.3749508
Berell,Cincinnati,United States,Columbus,"Cincinnati, United States",39.1014537,-84.5124602
Fletcher Studios,Lakewood,United States,Columbus,"Lakewood, United States",39.7085736,-105.0846694
Flipline Studios,Cleveland,United States,Columbus,"Cleveland, United States",41.4996574,-81.6936772
Gylee Games,Cincinnati,United States,Columbus,"Cincinnati, United States",39.1014537,-84.5124602
Lantern Light Studios,Athens,United States,Columbus,"Athens, United States",33.9597677,-83.376398
Lasso Games,Huntington,United States,Columbus,"Huntington, United States",38.4192496,-82.445154
Lazy Lion Games,Columbus,United States,Columbus,"Columbus, United States",39.9622601,-83.0007065
Lifelong Games,Cincinnati,United States,Columbus,"Cincinnati, United States",39.1014537,-84.5124602
Moonroof Studios,Cleveland,United States,Columbus,"Cleveland, United States",41.4996574,-81.6936772
Multivarious Games,Columbus,United States,Columbus,"Columbus, United States",39.9622601,-83.0007065
Nectar Game Studios,Cincinnati,United States,Columbus,"Cincinnati, United States",39.1014537,-84.5124602
Pie for Breakfast Studios,Cleveland,United States,Columbus,"Cleveland, United States",41.4996574,-81.6936772
Polytundra,Cleveland,United States,Columbus,"Cleveland, United States",41.4996574,-81.6936772
RxGames,Columbus,United States,Columbus,"Columbus, United States",39.9622601,-83.0007065
Snowbright Studio,Cleveland,United States,Columbus,"Cleveland, United States",41.4996574,-81.6936772
Socent Studios,Cleveland,United States,Columbus,"Cleveland, United States",41.4996574,-81.6936772
Square Table Games,Kent,United States,Columbus,"Kent, United States",33.1665316,-100.7846477
Studio Zevere,Cleveland,United States,Columbus,"Cleveland, United States",41.4996574,-81.6936772
Surgical Theater,Beachwood,United States,Columbus,"Beachwood, United States",41.464498,-81.508732
The Central Ohio Gamedev Group (COGG),Columbus,United States,Columbus,"Columbus, United States",39.9622601,-83.0007065
Truant Pixel,Dayton,United States,Columbus,"Dayton, United States",39.7589478,-84.1916069
WhatIf Sports,Cincinnati,United States,Columbus,"Cincinnati, United States",39.1014537,-84.5124602
Wraith Games,Hamilton,United States,Columbus,"Hamilton, United States",31.6429346,-97.9715967
Alkonost Team,Belgrade,Serbia,Belgrade,"Belgrade, Serbia",44.8153318,20.4456588
Altfuture,Belgrade,Serbia,Belgrade,"Belgrade, Serbia",44.8153318,20.4456588
Demagog Studio,Belgrade,Serbia,Belgrade,"Belgrade, Serbia",44.8153318,20.4456588
Digital Arrow,Temerin,Serbia,Belgrade,"Temerin, Serbia",45.4073868,19.8876546
Ebb Software (Kepler Interactive),Belgrade,Serbia,Belgrade,"Belgrade, Serbia",44.8153318,20.4456588
Eipix,Novi Sad,Serbia,Belgrade,"Novi Sad, Serbia",45.2551338,19.8451756
Eipix Entertainment,Novi Sad,Serbia,Belgrade,"Novi Sad, Serbia",45.2551338,19.8451756
Flat Hill Games,Vrsac,Serbia,Belgrade,"Vrsac, Serbia",45.1200117,21.298788
Foxy Voxel,Novi Sad,Serbia,Belgrade,"Novi Sad, Serbia",45.2551338,19.8451756
GFA Games Studio,Belgrade,Serbia,Belgrade,"Belgrade, Serbia",44.8153318,20.4456588
GravityCode,Nis,Serbia,Belgrade,"Nis, Serbia",43.3162736,21.9212335
Hypnohead,Belgrade,Serbia,Belgrade,"Belgrade, Serbia",44.8153318,20.4456588
Lav Games,Belgrade,Serbia,Belgrade,"Belgrade, Serbia",44.8153318,20.4456588
LavGames,Belgrade,Serbia,Belgrade,"Belgrade, Serbia",44.8153318,20.4456588
Moonburnt Studio,Belgrade,Serbia,Belgrade,"Belgrade, Serbia",44.8153318,20.4456588
NeuroBlast Games,Belgrade,Serbia,Belgrade,"Belgrade, Serbia",44.8153318,20.4456588
Nordeus (Take-Two Interactive Software),Belgrade,Serbia,Belgrade,"Belgrade, Serbia",44.8153318,20.4456588
Peaksel,Nis,Serbia,Belgrade,"Nis, Serbia",43.3162736,21.9212335
Pet Project Games,Belgrade,Serbia,Belgrade,"Belgrade, Serbia",44.8153318,20.4456588
Serbian Games Association (SGA),Belgrade,Serbia,Belgrade,"Belgrade, Serbia",44.8153318,20.4456588
Sozap,Nis,Serbia,Belgrade,"Nis, Serbia",43.3162736,21.9212335
SportSpired Games,Belgrade,Serbia,Belgrade,"Belgrade, Serbia",44.8153318,20.4456588
Superverse Industries,Belgrade,Serbia,Belgrade,"Belgrade, Serbia",44.8153318,20.4456588
Ubisoft Belgrade,Belgrade,Serbia,Belgrade,"Belgrade, Serbia",44.8153318,20.4456588
V5 Play,Kragujevac,Serbia,Belgrade,"Kragujevac, Serbia",44.0131786,20.9196353
Wargaming Belgrade,Belgrade,Serbia,Belgrade,"Belgrade, Serbia",44.8153318,20.4456588
Alice Games,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Alpaka Games,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Aral Ithalat,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
ArcadeMonk,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Atom Games,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Bigger Games,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Catoptric Games,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Consala Games,Kadikoy,Turkey,Istanbul,"Kadikoy, Turkey",40.9912955,29.0245631
Core Engage Games,Ortakoy,Turkey,Istanbul,"Ortakoy, Turkey",41.0546272,29.0281901
Cultic Games,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
DiceHit Games,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Digitoy Games,Izmir,Turkey,Istanbul,"Izmir, Turkey",38.4192537,27.128469
Dream Harvesters,Antalya,Turkey,Istanbul,"Antalya, Turkey",36.8865728,30.7030242
Ela Game Studio,Izmir,Turkey,Istanbul,"Izmir, Turkey",38.4192537,27.128469
Espale Studios,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Fugo Games,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Fusee,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Gamegos,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Gamester,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Good Job Games,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Gorilla Softworks,Izmir,Turkey,Istanbul,"Izmir, Turkey",38.4192537,27.128469
Gram Games (Zynga),Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Grand Games,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
HOGO Games,Kocaeli,Turkey,Istanbul,"Kocaeli, Turkey",40.8216536,29.9507184
Joygame Publishing,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Keep Games,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Kiki Games,Konyaalti,Turkey,Istanbul,"Konyaalti, Turkey",36.8726128,30.6503649
Lokum Games (InGame Group),Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Madbyte,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Madbyte Games (InGame Group),Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Madpoly Game Studio,Izmir,Turkey,Istanbul,"Izmir, Turkey",38.4192537,27.128469
Metaphor Games,?zmir,Turkey,Istanbul,"?zmir, Turkey",,
Metavision Studio,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Momentum Digital Media Technologies,Kocaeli,Turkey,Istanbul,"Kocaeli, Turkey",40.8216536,29.9507184
Motion Blur,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
NEO AUVRA,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Nonereal Games,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Nowhere Studios,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Nyctophile Studios,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Oldmoustache Gameworks,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
OyunSt�dyosu,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Peak Games (Take-Two Interactive Software),Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Permanent Way,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Phew Phew Games,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Pine Games,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Proud Dinosaurs,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Rollic (Take-Two Interactive),Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Rollic Games (Take-Two Interactive),Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Ruby Games (Rovio),Izmir,Turkey,Istanbul,"Izmir, Turkey",38.4192537,27.128469
Shadowfall Game Studios,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Shadowfall Studios,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Sirius Games,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Startgate,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Surpass Games,Antalya,Turkey,Istanbul,"Antalya, Turkey",36.8865728,30.7030242
TaleMonster Games,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Tayfun Tuna,Izmir,Turkey,Istanbul,"Izmir, Turkey",38.4192537,27.128469
Utopic,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Vertigo Games,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
VoctoR Health,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Wolves Interactive,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Yeti Game Studio,Istanbul,Turkey,Istanbul,"Istanbul, Turkey",41.006381,28.9758715
Aesir Interactive,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Bonus Level Entertainment,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Bulkhead Darkhorse,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Chimera Entertainment,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Cobalt Lane,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
CodePEAS,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Deep Silver Germany (Koch Media),Planegg,Germany,Munich,"Planegg, Germany",48.103742,11.4220029
Delightex,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Digitalmindsoft,Ulm,Germany,Munich,"Ulm, Germany",48.3984968,9.9912458
Dionic Software,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
eXplore Studio,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
FDG Entertainment,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Grimlore Games (THQ Nordic),Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Hologate,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Icebird Studios,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Innoactive,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Irox Games,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
L-F Studio,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
MegaZebra,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Mimimi Productions,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Mixtvision Games Publishing,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Morphicon,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Potato Games Studio,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Prime Matter (PLAION),Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Ravenscourt,Planegg,Germany,Munich,"Planegg, Germany",48.103742,11.4220029
Reality Twist,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
RealmForge Studios,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
remote control productions,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Salmi Games,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Schine,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
SenAm Games,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Shin'en Multimedia,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Sixteen Tons Entertainment,T�bingen,Germany,Munich,"T�bingen, Germany",49.9675456,7.8944
Take 2 Interactive GmbH,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Thera Bytes,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Thogli Studios,Furstenfeldbruck,Germany,Munich,"Furstenfeldbruck, Germany",48.1794705,11.2547202
ThreeDee,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Travian Games,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Travian Publishing,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Vivid Storm Interactive,Fahrenzhausen,Germany,Munich,"Fahrenzhausen, Germany",48.3504204,11.5615861
Welevel,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
Wolpertinger Games,Munich,Germany,Munich,"Munich, Germany",48.1371079,11.5753822
A Bonfire of Souls,Malaga,Spain,Malaga,"Malaga, Spain",36.7647913,-4.4422005
AxesInMotion (gamigo Group),Seville,Spain,Malaga,"Seville, Spain",37.3886303,-5.9953403
Codemanu,Cadiz,Spain,Malaga,"Cadiz, Spain",36.5297438,-6.2928976
Gatolnary Games,Cabra,Spain,Malaga,"Cabra, Spain",37.4718153,-4.4335616
Genjoy (Scopely),Seville,Spain,Malaga,"Seville, Spain",37.3886303,-5.9953403
HyperMegaPixel,Cordoba,Spain,Malaga,"Cordoba, Spain",37.8845813,-4.7760138
Malapata Studio,Malaga,Spain,Malaga,"Malaga, Spain",36.7647913,-4.4422005
Megalevel,Cadiz,Spain,Malaga,"Cadiz, Spain",36.5297438,-6.2928976
Odders,Seville,Spain,Malaga,"Seville, Spain",37.3886303,-5.9953403
Pixelatto,Malaga,Spain,Malaga,"Malaga, Spain",36.7647913,-4.4422005
Raptor Claw Games,Seville,Spain,Malaga,"Seville, Spain",37.3886303,-5.9953403
Silent Road Games,Malaga,Spain,Malaga,"Malaga, Spain",36.7647913,-4.4422005
The Game Kitchen,Seville,Spain,Malaga,"Seville, Spain",37.3886303,-5.9953403
Video Games Without Borders,Malaga,Spain,Malaga,"Malaga, Spain",36.7647913,-4.4422005
2nd Player Games,Lima,Peru,Lima,"Lima, Peru",-12.0459808,-77.0305912
Artigames,Lima,Peru,Lima,"Lima, Peru",-12.0459808,-77.0305912
Asociacion Peruana de Deportes Electronicos y Videojuegos (APDEV),San Miguel,Peru,Lima,"San Miguel, Peru",-6.9768275,-78.9409485
Bamtang Games,Lima,Peru,Lima,"Lima, Peru",-12.0459808,-77.0305912
Boomware Studio,Lima,Peru,Lima,"Lima, Peru",-12.0459808,-77.0305912
Dazard Studio,Surquillo,Peru,Lima,"Surquillo, Peru",-12.1141951,-77.0105043
Dream Potion Games,Lima,Peru,Lima,"Lima, Peru",-12.0459808,-77.0305912
FemDevsPeru,Lima,Peru,Lima,"Lima, Peru",-12.0459808,-77.0305912
igda Peru Chapter,Lima,Peru,Lima,"Lima, Peru",-12.0459808,-77.0305912
Leap Game Studios,Lima,Peru,Lima,"Lima, Peru",-12.0459808,-77.0305912
Mr. iO Games,Lima,Peru,Lima,"Lima, Peru",-12.0459808,-77.0305912
Unforgiven,Lima,Peru,Lima,"Lima, Peru",-12.0459808,-77.0305912
All4One,Angouleme,France,Bordeaux,"Angouleme, France",45.6484505,0.1561947
Anarkis Gaming,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
Assoupi,La Rochelle,France,Bordeaux,"La Rochelle, France",46.159732,-1.1515951
Aurora Game Studio,Angouleme,France,Bordeaux,"Angouleme, France",45.6484505,0.1561947
Big Bad Wolf,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
Brain Up Studio,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
Bulwark Studios,Angouleme,France,Bordeaux,"Angouleme, France",45.6484505,0.1561947
Darenn Keller,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
Deepnight Games,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
Doot,Landes,France,Bordeaux,"Landes, France",44.0099695,-0.6433872
Evil Empire Studio,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
Goloso Games,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
Headbang Club,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
Hibernian Workshop,Angouleme,France,Bordeaux,"Angouleme, France",45.6484505,0.1561947
Ludocube,La Rochelle,France,Bordeaux,"La Rochelle, France",46.159732,-1.1515951
Nocturne Games,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
Nova-box,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
Onibi,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
ORAGEgames,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
pataya,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
Pixel Wrappers,Aquitaine,France,Bordeaux,"Aquitaine, France",44.2462064,-0.1839979
shinypix,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
Shiro Games,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
Studio Nyx,Angouleme,France,Bordeaux,"Angouleme, France",45.6484505,0.1561947
Sweet Nitro,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
The Moon Pirates,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
Ubisoft Bordeaux,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
Umanimation,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
UN JE NE SAIS QUOI,Bordeaux,France,Bordeaux,"Bordeaux, France",44.841225,-0.5800364
Aventurine SA,Athens,Greece,Athens,"Athens, Greece",37.9755648,23.7348324
Bandai Namco Entertainment Hellas,Agia Paraskevi,Greece,Athens,"Agia Paraskevi, Greece",38.0066759,23.8226942
Beyond Those Hills,Athens,Greece,Athens,"Athens, Greece",37.9755648,23.7348324
Dionous Games,Athens,Greece,Athens,"Athens, Greece",37.9755648,23.7348324
Dragontale,Athens,Greece,Athens,"Athens, Greece",37.9755648,23.7348324
eNVy Softworks,Patras,Greece,Athens,"Patras, Greece",38.246242,21.7350847
Eyelead Software,Athens,Greece,Athens,"Athens, Greece",37.9755648,23.7348324
Frozen Lake Games,Athens,Greece,Athens,"Athens, Greece",37.9755648,23.7348324
Game Developers Association Greece (GDA Greece),Athens,Greece,Athens,"Athens, Greece",37.9755648,23.7348324
Gemcraft Games,Glyfada,Greece,Athens,"Glyfada, Greece",37.8615966,23.7545902
Gortyn Code,Heraklion,Greece,Athens,"Heraklion, Greece",35.33908,25.1332843
Happyland Entertainment,Athens,Greece,Athens,"Athens, Greece",37.9755648,23.7348324
Heart State Games,Thessaloniki,Greece,Athens,"Thessaloniki, Greece",40.6403167,22.9352716
InterAction Studios,Athens,Greece,Athens,"Athens, Greece",37.9755648,23.7348324
JoyFoundry,Athens,Greece,Athens,"Athens, Greece",37.9755648,23.7348324
Kappa Bits,Athens,Greece,Athens,"Athens, Greece",37.9755648,23.7348324
KickBack,Larissa,Greece,Athens,"Larissa, Greece",39.6383092,22.4160706
LazyLand,Piraeus,Greece,Athens,"Piraeus, Greece",37.9431594,23.6470593
Loresoft,Athens,Greece,Athens,"Athens, Greece",37.9755648,23.7348324
OnSkull,Thessaloniki,Greece,Athens,"Thessaloniki, Greece",40.6403167,22.9352716
Pixel Reign,Athens,Greece,Athens,"Athens, Greece",37.9755648,23.7348324
Terahard,Athens,Greece,Athens,"Athens, Greece",37.9755648,23.7348324
Traptics,Athens,Greece,Athens,"Athens, Greece",37.9755648,23.7348324
DivMob,Ho Chi Minh City,Vietnam,Ho Chi Minh City,"Ho Chi Minh City, Vietnam",10.7737261,106.7166008
Glass Egg,Ho Chi Minh City,Vietnam,Ho Chi Minh City,"Ho Chi Minh City, Vietnam",10.7737261,106.7166008
igda Vietnam Chapter,Ho Chi Minh City,Vietnam,Ho Chi Minh City,"Ho Chi Minh City, Vietnam",10.7737261,106.7166008
NOGAME STUDIO,Ho Chi Minh City,Vietnam,Ho Chi Minh City,"Ho Chi Minh City, Vietnam",10.7737261,106.7166008
Pine Entertainment,Ho Chi Minh City,Vietnam,Ho Chi Minh City,"Ho Chi Minh City, Vietnam",10.7737261,106.7166008
Sky Mavis,Ho Chi Minh City,Vietnam,Ho Chi Minh City,"Ho Chi Minh City, Vietnam",10.7737261,106.7166008
TopeBox,Ho Chi Minh City,Vietnam,Ho Chi Minh City,"Ho Chi Minh City, Vietnam",10.7737261,106.7166008
VNG Game Studios,Ho Chi Minh City,Vietnam,Ho Chi Minh City,"Ho Chi Minh City, Vietnam",10.7737261,106.7166008
Batovi Games Studio,Montevideo,Uruguay,Montevideo,"Montevideo, Uruguay",-34.9058916,-56.1913095
Camara Uruguay de Desarrolladores De Videojuegos,Montevideo,Uruguay,Montevideo,"Montevideo, Uruguay",-34.9058916,-56.1913095
Dragon Dropper,Nueva Helvecia,Uruguay,Montevideo,"Nueva Helvecia, Uruguay",-34.2849689,-57.2336726
Gameolic,Maldonado,Uruguay,Montevideo,"Maldonado, Uruguay",-34.9087162,-54.9582718
Pincer Games,Punta del Este,Uruguay,Montevideo,"Punta del Este, Uruguay",-34.9632342,-54.9439981
Pomelo Games,Montevideo,Uruguay,Montevideo,"Montevideo, Uruguay",-34.9058916,-56.1913095
Rubber Duck Games,Montevideo,Uruguay,Montevideo,"Montevideo, Uruguay",-34.9058916,-56.1913095
Sarnayer,Montevideo,Uruguay,Montevideo,"Montevideo, Uruguay",-34.9058916,-56.1913095
Treeview Studio,Montevideo,Uruguay,Montevideo,"Montevideo, Uruguay",-34.9058916,-56.1913095
Uruguayan Chamber of Video Game Developers (CAVI),Montevideo,Uruguay,Montevideo,"Montevideo, Uruguay",-34.9058916,-56.1913095
Battlestate Games,Saint Petersburg,Russia,Saint Petersburg,"Saint Petersburg, Russia",59.9606739,30.1586551
Dark Crystal Games,Saint Petersburg,Russia,Saint Petersburg,"Saint Petersburg, Russia",59.9606739,30.1586551
Ink Stains Games,Saint Petersburg,Russia,Saint Petersburg,"Saint Petersburg, Russia",59.9606739,30.1586551
JoyBits,Saint Petersburg,Russia,Saint Petersburg,"Saint Petersburg, Russia",59.9606739,30.1586551
Last Level,Saint Petersburg,Russia,Saint Petersburg,"Saint Petersburg, Russia",59.9606739,30.1586551
Moon Moose,Saint Petersburg,Russia,Saint Petersburg,"Saint Petersburg, Russia",59.9606739,30.1586551
NevoSoft,Saint Petersburg,Russia,Saint Petersburg,"Saint Petersburg, Russia",59.9606739,30.1586551
Reaction Games,Saint Petersburg,Russia,Saint Petersburg,"Saint Petersburg, Russia",59.9606739,30.1586551
